1e-06	0.120867
0.100001	0.120873
0.200001	0.120597
0.300001	0.120165
0.400001	0.119534
0.500001	0.118674
0.600001	0.117588
0.700001	0.116322
0.800001	0.114941
0.900001	0.113524
1	0.112174
1.1	0.11101
1.2	0.110125
1.3	0.10958
1.4	0.109393
1.5	0.109546
1.6	0.109981
1.7	0.110612
1.8	0.111331
1.9	0.11202
2	0.112559
2.1	0.112832
2.2	0.112741
2.3	0.112238
2.4	0.111299
2.5	0.109901
2.6	0.108053
2.7	0.105768
2.8	0.10304
2.9	0.0998474
3	0.096159
3.1	0.0919531
3.2	0.0872276
3.3	0.0819922
3.4	0.0762717
3.5	0.0701169
3.6	0.0636385
3.7	0.0570258
3.8	0.050484
3.9	0.0441967
4	0.0382885
4.1	0.0328381
4.2	0.0278983
4.3	0.0234923
4.4	0.0196275
4.5	0.0162915
4.6	0.0134493
4.7	0.0110559
4.8	0.00905937
4.9	0.00740605
5	0.00604413
5.1	0.0049262
5.2	0.00401078
5.3	0.00326272
5.4	0.00265253
5.5	0.00215557
5.6	0.00175137
5.7	0.00142294
5.8	0.0011563
5.9	0.000939932
6	0.000764418
6.1	0.000622058
6.2	0.000506577
6.3	0.000412876
6.4	0.000336814
6.5	0.000275035
6.6	0.000224822
6.7	0.000183978
6.8	0.000150725
6.9	0.000123626
7	0.00010152
7.1	8.34668e-05
7.2	6.87071e-05
7.3	5.66261e-05
7.4	4.67261e-05
7.5	3.86034e-05
7.6	3.19311e-05
7.7	2.64435e-05
7.8	2.19246e-05
7.9	1.81985e-05
8	1.51224e-05
8.1	1.25797e-05
8.2	1.04755e-05
8.3	8.73225e-06
8.4	7.28639e-06
8.5	6.08589e-06
8.6	5.08805e-06
8.7	4.2578e-06
8.8	3.56627e-06
8.9	2.98969e-06
9	2.50847e-06
9.1	2.10643e-06
9.2	1.77023e-06
9.3	1.48883e-06
9.4	1.25306e-06
9.5	1.05537e-06
9.6	8.8945e-07
9.7	7.50083e-07
9.8	6.32923e-07
9.9	5.34355e-07
10	4.51364e-07
10.1	3.81437e-07
10.2	3.22474e-07
10.3	2.72723e-07
10.4	2.30716e-07
10.5	1.95225e-07
10.6	1.65221e-07
10.7	1.3984e-07
10.8	1.18357e-07
10.9	1.00165e-07
11	8.4751e-08
11.1	7.16849e-08
11.2	6.06039e-08
11.3	5.12027e-08
11.4	4.32238e-08
11.5	3.64497e-08
11.6	3.0697e-08
11.7	2.58107e-08
11.8	2.16599e-08
11.9	1.81337e-08
12	1.51384e-08
12.1	1.25946e-08
12.2	1.04352e-08
12.3	8.60329e-09
12.4	7.05062e-09
12.5	5.7364e-09
12.6	4.62605e-09
12.7	3.69032e-09
12.8	2.90446e-09
12.9	2.24757e-09
13	1.70205e-09
13.1	1.25307e-09
13.2	8.88246e-10
13.3	5.97247e-10
13.4	3.71552e-10
13.5	2.042e-10
13.6	8.96067e-11
13.7	2.34033e-11
13.8	2.31311e-12
