0.000001	0.0000005267	0.0000000000	0.0000000000	0.0000006943	0.0000000000
0.100001	0.0526559389	0.0028822283	0.0001248962	0.0692614575	0.0000044902
0.200001	0.1052124240	0.0104052633	0.0007770768	0.1375213220	0.0000495973
0.300001	0.1575317618	0.0230387868	0.0025510309	0.2037424459	0.0002368026
0.400001	0.2094043947	0.0405888288	0.0059781664	0.2668250003	0.0007355247
0.500001	0.2605296860	0.0628286659	0.0115474926	0.3256022104	0.0017716324
0.600001	0.3105286498	0.0894564077	0.0196939345	0.3788806957	0.0036198661
0.700001	0.3589930496	0.1200923768	0.0307836013	0.4255268538	0.0065919680
0.800001	0.4054767518	0.1542721633	0.0450983192	0.4644798960	0.0110221128
0.900001	0.4495133225	0.1914508359	0.0628233287	0.4947955067	0.0172506676
1.000001	0.4906788248	0.2310304181	0.0840440456	0.5157357397	0.0256085295
1.100001	0.5286200536	0.2723827834	0.1087459759	0.5268088119	0.0364018001
1.200001	0.5630118231	0.3148419835	0.1368068889	0.5277274792	0.0498938806
1.300001	0.5935451279	0.3577068232	0.1679934947	0.5184010970	0.0662884576
1.400001	0.6199292545	0.4002495131	0.2019621612	0.4989398348	0.0857139508
1.500001	0.6418986013	0.4417277976	0.2382635576	0.4696590294	0.1082101894
1.600001	0.6592271166	0.4814034980	0.2763533983	0.4310840092	0.1337190617
1.700001	0.6717494340	0.5185682881	0.3156108217	0.3839515738	0.1620809429
1.800001	0.6793838675	0.5525742009	0.3553640532	0.3292020431	0.1930379916
1.900001	0.6821501139	0.5828632391	0.3949204282	0.2679567979	0.2262439077
2.000001	0.6801747448	0.6089889088	0.4335956005	0.2014802035	0.2612778903
2.100001	0.6736801763	0.6306231846	0.4707357417	0.1311300387	0.2976589364
2.200001	0.6629924768	0.6475793244	0.5057533278	0.0583099596	0.3348727846
2.300001	0.6486174870	0.6599006760	0.5382168001	-0.0155760066	0.3724393010
2.400001	0.6311225665	0.6677628872	0.5677998794	-0.0892005017	0.4098941257
2.500001	0.6110604777	0.6714026581	0.5942412215	-0.1613509969	0.4467735011
2.600001	0.5890184094	0.6711697164	0.6174017010	-0.2309613944	0.4826673942
2.700001	0.5655438383	0.6674450936	0.6372046178	-0.2971161846	0.5171876536
2.800001	0.5410642438	0.6605407517	0.6535471122	-0.3590147186	0.5499064663
2.900001	0.5158843290	0.6506804861	0.6662773797	-0.4159395455	0.5803394953
3.000001	0.4902072760	0.6380104680	0.6751989269	-0.4672368023	0.6079496259
3.100001	0.4641736147	0.6226363390	0.6801041755	-0.5123214075	0.6321777211
3.200001	0.4378913140	0.6046545627	0.6808062811	-0.5506908542	0.6524753555
3.300001	0.4114181008	0.5841229682	0.6771067914	-0.5818956854	0.6682799700
3.400001	0.3847712306	0.5610679491	0.6688019976	-0.6055370927	0.6790247235
3.500001	0.3579567869	0.5355220523	0.6557265630	-0.6213004518	0.6841870512
3.600001	0.3310711532	0.5076742355	0.6379400049	-0.6291320498	0.6834912780
3.700001	0.3043887602	0.4780121298	0.6159195877	-0.6294464097	0.6771362145
3.800001	0.2782484507	0.4471603079	0.5903786688	-0.6229745899	0.6656318278
3.900001	0.2529843798	0.4157729583	0.5621356009	-0.6106364622	0.6496721676
4.000001	0.2288291778	0.3843708554	0.5318932834	-0.5932982207	0.6298897606
4.100001	0.2059361668	0.3533652076	0.5002574063	-0.5717723285	0.6068682031
4.200001	0.1844314701	0.3231355091	0.4678327992	-0.5469099622	0.5812493109
4.300001	0.1643966982	0.2939940231	0.4351661620	-0.5195269377	0.5536608001
4.400001	0.1459048834	0.2662432828	0.4028219912	-0.4904841969	0.5248064239
4.500001	0.1290020645	0.2401393551	0.3713226392	-0.4606105670	0.4953868569
4.600001	0.1136773974	0.2158319753	0.3410489807	-0.4305732103	0.4659620004
4.700001	0.0998898154	0.1934078004	0.3122959664	-0.4009357820	0.4370118496
4.800001	0.0875676374	0.1728853362	0.2852558611	-0.3721296021	0.4089025889
4.900001	0.0766148723	0.1542234586	0.2600237302	-0.3444537822	0.3818826673
5.000001	0.0669205880	0.1373372009	0.2366164278	-0.3180944211	0.3560990784
5.100001	0.0583671131	0.1221127746	0.2149927253	-0.2931475039	0.3316179191
5.200001	0.0508383036	0.1084241452	0.1950785493	-0.2696507576	0.3084556879
5.300001	0.0442257154	0.0961465212	0.1767892393	-0.2476134677	0.2866095300
5.400001	0.0384296035	0.0851596510	0.1600352643	-0.2270248406	0.2660641501
5.500001	0.0333587111	0.0753486656	0.1447239916	-0.2078571969	0.2467932227
5.600001	0.0289299891	0.0666047586	0.1307613771	-0.1900691343	0.2287610391
5.700001	0.0250682496	0.0588256860	0.1180535006	-0.1736085374	0.2119242522
5.800001	0.0217057589	0.0519160859	0.1065078994	-0.1584153399	0.1962336094
5.900001	0.0187817843	0.0457876263	0.0960346763	-0.1444239838	0.1816355875
6.000001	0.0162421091	0.0403590016	0.0865473757	-0.1315655446	0.1680738767
6.100001	0.0140385281	0.0355558006	0.0779636390	-0.1197695183	0.1554906787
6.200001	0.0121283392	0.0313102721	0.0702056581	-0.1089652818	0.1438278083
6.300001	0.0104738417	0.0275610117	0.0632004521	-0.0990832539	0.1330275966
6.400001	0.0090418505	0.0242525957	0.0568799958	-0.0900557862	0.1230336107
6.500001	0.0078032340	0.0213351794	0.0511812275	-0.0818178228	0.1137912043
6.600001	0.0067324799	0.0187640788	0.0460459614	-0.0743073619	0.1052479218
6.700001	0.0058072936	0.0164993490	0.0414207290	-0.0674657553	0.0973537776
6.800001	0.0050082285	0.0145053692	0.0372565692	-0.0612378763	0.0900614303
6.900001	0.0043183503	0.0127504429	0.0335087833	-0.0555721840	0.0833262736
7.000001	0.0037229336	0.0112064180	0.0301366707	-0.0504207072	0.0771064599
7.100001	0.0032091904	0.0098483316	0.0271032529	-0.0457389683	0.0713628722
7.200001	0.0027660271	0.0086540795	0.0243749978	-0.0414858639	0.0660590574
7.300001	0.0023838295	0.0076041128	0.0219215475	-0.0376235148	0.0611611317
7.400001	0.0020542725	0.0066811605	0.0197154558	-0.0341170964	0.0566376668
7.500001	0.0017701524	0.0058699783	0.0177319379	-0.0309346577	0.0524595627
7.600001	0.0015252400	0.0051571209	0.0159486348	-0.0280469362	0.0485999153
7.700001	0.0013141513	0.0045307366	0.0143453877	-0.0254271636	0.0450338660
7.800001	0.0011322317	0.0039803732	0.0129040004	-0.0230508244	0.0417383594
7.900001	0.0009754565	0.0034968084	0.0116080257	-0.0208954355	0.0386919249
8.000001	0.0008403565	0.0030719418	0.0104427169	-0.0189405993	0.0358749467
8.100001	0.0007239402	0.0026986556	0.0093948377	-0.0171677917	0.0332694533
8.200001	0.0006236293	0.0023706990	0.0084525189	-0.0155602144	0.0308590154
8.300001	0.0005372007	0.0020825774	0.0076050979	-0.0141026036	0.0286285432
8.400001	0.0004627369	0.0018294598	0.0068429894	-0.0127810810	0.0265641478
8.500001	0.0003985850	0.0016071011	0.0061575847	-0.0115830475	0.0246530751
8.600001	0.0003433198	0.0014117699	0.0055411466	-0.0104970562	0.0228835851
8.700001	0.0002957121	0.0012401840	0.0049867106	-0.0095126903	0.0212448273
8.800001	0.0002547022	0.0010894593	0.0044880186	-0.0086204931	0.0197268137
8.900001	0.0002193765	0.0009570595	0.0040394384	-0.0078118642	0.0183203099
9.000001	0.0001889475	0.0008407559	0.0036359070	-0.0070789955	0.0170168019
9.100001	0.0001627366	0.0007385905	0.0032728755	-0.0064148035	0.0158084485
9.200001	0.0001401591	0.0006488436	0.0029462566	-0.0058128633	0.0146880264
9.300001	0.0001207114	0.0005700043	0.0026523776	-0.0052673481	0.0136488794
9.400001	0.0001039593	0.0005007457	0.0023879382	-0.0047729739	0.0126848726
9.500001	0.0000895291	0.0004399021	0.0021499727	-0.0043249499	0.0117903495
9.600001	0.0000770986	0.0003864496	0.0019358156	-0.0039189321	0.0109600933
9.700001	0.0000663902	0.0003394890	0.0017430714	-0.0035509827	0.0101892913
9.800001	0.0000571648	0.0002982302	0.0015695868	-0.0032175316	0.0094735018
9.900001	0.0000492165	0.0002619794	0.0014134261	-0.0029153425	0.0088086242
10.000001	0.0000423676	0.0002301268	0.0012728493	-0.0026414820	0.0081908717
10.100001	0.0000364652	0.0002021370	0.0011462918	-0.0023932909	0.0076167458
