1e-06	-44.2787
0.100001	-44.2244
0.200001	-44.2634
0.300001	-44.3105
0.400001	-44.3859
0.500001	-44.5008
0.600001	-44.6611
0.700001	-44.8644
0.800001	-45.0949
0.900001	-45.8019
1	-46.621
1.1	-47.3663
1.2	-48.879
1.3	-50.2931
1.4	-51.3905
1.5	-52.1236
1.6	-52.4655
1.7	-52.4215
1.8	-52.0332
1.9	-51.3735
2	-50.536
2.1	-49.6203
2.2	-48.7168
2.3	-47.8947
2.4	-47.195
2.5	-46.6283
2.6	-46.1778
2.7	-45.8058
2.8	-45.4611
2.9	-45.088
3	-44.6332
3.1	-44.0514
3.2	-43.3091
3.3	-42.3861
3.4	-41.2754
3.5	-39.9826
3.6	-38.5239
3.7	-36.924
3.8	-35.2135
3.9	-33.4263
4	-31.5968
4.1	-29.7572
4.2	-27.9341
4.3	-26.1464
4.4	-24.4034
4.5	-22.7049
4.6	-21.0415
4.7	-19.3979
4.8	-17.7571
4.9	-16.1051
5	-14.4361
5.1	-12.7562
5.2	-11.0853
5.3	-9.45568
5.4	-7.90897
5.5	-6.55194
5.6	-5.59288
5.7	-4.84423
5.8	-4.24115
5.9	-3.70557
6	-3.23177
6.1	-2.81404
6.2	-2.44686
6.3	-2.12496
6.4	-1.918
6.5	-1.98532
6.6	-2.03299
6.7	-1.78664
6.8	-1.5451
6.9	-1.33548
7	-1.15377
7.1	-0.996368
7.2	-0.860139
7.3	-0.74231
7.4	-0.640452
7.5	-0.552445
7.6	-0.476438
7.7	-0.410817
7.8	-0.354183
7.9	-0.305318
8	-0.263165
8.1	-0.226811
8.2	-0.195463
8.3	-0.168436
8.4	-0.145137
8.5	-0.125054
8.6	-0.107746
8.7	-0.0928293
8.8	-0.0799752
8.9	-0.068899
9	-0.0593553
9.1	-0.0511325
9.2	-0.0440481
9.3	-0.0379446
9.4	-0.0326863
9.5	-0.0281565
9.6	-0.0242541
9.7	-0.0208924
9.8	-0.0179965
9.9	-0.015502
10	-0.0133531
10.1	-0.011502
10.2	-0.00990753
10.3	-0.00853404
10.4	-0.00735094
10.5	-0.00633184
10.6	-0.00365471
10.7	-0.00314803
10.8	-0.00271159
10.9	-0.00233565
11	-0.00201183
11.1	-0.0017329
11.2	-0.00149264
11.3	-0.00128569
11.4	-0.00110744
11.5	-0.000953896
11.6	-0.000821642
11.7	-0.000707723
11.8	-0.000609599
11.9	-0.00052508
12	-0.000452279
12.1	-0.000389571
12.2	-0.000335558
12.3	-0.000289033
12.4	-0.000248959
12.5	-0.000214441
12.6	-0.000184709
12.7	-0.000159099
12.8	-0.00013704
12.9	-0.00011804
13	-0.000101674
