1e-06	-50.9221
0.100001	-50.9096
0.200001	-50.8951
0.300001	-50.8782
0.400001	-50.8587
0.500001	-50.836
0.600001	-50.8097
0.700001	-50.7792
0.800001	-50.7438
0.900001	-50.7028
1	-50.6553
1.1	-50.6002
1.2	-50.5365
1.3	-50.4626
1.4	-50.3772
1.5	-50.2783
1.6	-50.1641
1.7	-50.0321
1.8	-49.8797
1.9	-49.704
2	-49.5015
2.1	-49.2684
2.2	-49.0007
2.3	-48.6934
2.4	-48.3414
2.5	-47.9392
2.6	-47.4805
2.7	-46.9589
2.8	-46.3674
2.9	-45.6993
3	-44.9473
3.1	-44.1047
3.2	-43.1653
3.3	-42.1237
3.4	-40.9757
3.5	-39.719
3.6	-38.3534
3.7	-36.8813
3.8	-35.3079
3.9	-33.6417
4	-31.8943
4.1	-30.0804
4.2	-28.2173
4.3	-26.3244
4.4	-24.4224
4.5	-22.5323
4.6	-20.6746
4.7	-18.8686
4.8	-17.1313
4.9	-15.4769
5	-13.9165
5.1	-12.4584
5.2	-11.1072
5.3	-9.8651
5.4	-8.73148
5.5	-7.70373
5.6	-6.77756
5.7	-5.94744
5.8	-5.20702
5.9	-4.54947
6	-3.96777
6.1	-3.4549
6.2	-3.0041
6.3	-2.60889
6.4	-2.26322
6.5	-1.9615
6.6	-1.69859
6.7	-1.46987
6.8	-1.27115
6.9	-1.09871
7	-0.949206
7.1	-0.819715
7.2	-0.707639
7.3	-0.6107
7.4	-0.526901
7.5	-0.454498
7.6	-0.391966
7.7	-0.337981
7.8	-0.291387
7.9	-0.251186
8	-0.216507
8.1	-0.186598
8.2	-0.160808
8.3	-0.138573
8.4	-0.119405
8.5	-0.102883
8.6	-0.0886428
8.7	-0.0763709
8.8	-0.0657958
8.9	-0.0566834
9	-0.0488318
9.1	-0.0420669
9.2	-0.0362384
9.3	-0.0312171
9.4	-0.0268911
9.5	-0.0231644
9.6	-0.0199539
9.7	-0.0171882
9.8	-0.0148058
9.9	-0.0127535
10	-0.0109856
10.1	-0.00946274
10.2	-0.00815095
10.3	-0.00702098
10.4	-0.00604764
10.5	-0.00520922
10.6	-0.00448703
10.7	-0.00386495
10.8	-0.00332912
10.9	-0.00286756
11	-0.00246999
11.1	-0.00212755
11.2	-0.00183257
11.3	-0.0015785
11.4	-0.00135964
11.5	-0.00117113
11.6	-0.00100876
11.7	-0.000868899
11.8	-0.000748428
11.9	-0.00064466
12	-0.000555279
12.1	-0.000478291
12.2	-0.000411977
12.3	-0.000354857
12.4	-0.000305656
12.5	-0.000263277
12.6	-0.000226774
12.7	-0.000195332
12.8	-0.00016825
12.9	-0.000144922
13	-0.000124829
