0.000001	0.0000004362	0.0000000000	0.0000000000	0.0000000000	0.0000006317	0.0000000000	0.0000000000
0.100001	0.0436064000	0.0023415287	0.0023415287	0.0001015472	0.0630190287	0.0001015472	0.0000036021
0.200001	0.0871149903	0.0084545504	0.0084545504	0.0006319459	0.1251563895	0.0006319459	0.0000397966
0.300001	0.1304292093	0.0187283603	0.0187283603	0.0020757219	0.1855442344	0.0020757219	0.0001901110
0.400001	0.1734528748	0.0330282184	0.0330282184	0.0048694405	0.2433390775	0.0048694405	0.0005910929
0.500001	0.2160890598	0.0512197836	0.0512197836	0.0094226189	0.2977317226	0.0094226189	0.0014260946
0.600001	0.2582349967	0.0731416553	0.0731416553	0.0161132559	0.3479513865	0.0161132559	0.0029209349
0.700001	0.2997750248	0.0985980462	0.0985980462	0.0252792241	0.3932673231	0.0252792241	0.0053365271
0.800001	0.3405735630	0.1273542773	0.1273542773	0.0372098187	0.4329911103	0.0372098187	0.0089599876
0.900001	0.3804715973	0.1591335281	0.1591335281	0.0521374375	0.4664843066	0.0521374375	0.0140943299
1.000001	0.4192767282	0.1936105790	0.1936105790	0.0702281587	0.4931590142	0.0702281587	0.0210464926
1.100001	0.4567149408	0.2303867547	0.2303867547	0.0915650908	0.5124352642	0.0915650908	0.0301118027
1.200001	0.4924044458	0.2689679651	0.2689679651	0.1161298226	0.5237342684	0.1161298226	0.0415556096
1.300001	0.5258157628	0.3087321106	0.3087321106	0.1437769951	0.5264641320	0.1437769951	0.0555902221
1.400001	0.5563947080	0.3489863367	0.3489863367	0.1742469700	0.5201807809	0.1742469700	0.0723636697
1.500001	0.5836226428	0.3890049269	0.3890049269	0.2071771278	0.5046612374	0.2071771278	0.0919494854
1.600001	0.6070518415	0.4280615461	0.4280615461	0.2421166731	0.4799355229	0.2421166731	0.1143399955
1.700001	0.6263603594	0.4654811406	0.4654811406	0.2785580183	0.4463193616	0.2785580183	0.1394499036
1.800001	0.6414167082	0.5007065930	0.5007065930	0.3159843584	0.4044334216	0.3159843584	0.1671322243
1.900001	0.6522135522	0.5332725670	0.5332725670	0.3538682661	0.3551123801	0.3538682661	0.1971746828
2.000001	0.6588446697	0.5628047982	0.5628047982	0.3916847060	0.2993516092	0.3916847060	0.2293051198
2.100001	0.6614864705	0.5890186816	0.5890186816	0.4289234154	0.2382602949	0.4289234154	0.2631986463
2.200001	0.6603711440	0.6117072111	0.6117072111	0.4650935856	0.1730141939	0.4650935856	0.2984823051
2.300001	0.6557773756	0.6307406717	0.6307406717	0.4997359119	0.1048206064	0.4997359119	0.3347456877
2.400001	0.6480074574	0.6460510794	0.6460510794	0.5324221913	0.0348838941	0.5324221913	0.3715450501
2.500001	0.6373388403	0.6575876151	0.6575876151	0.5627290000	-0.0356224036	0.5627290000	0.4083899276
2.600001	0.6240108665	0.6653013599	0.6653013599	0.5902306834	-0.1055649074	0.5902306834	0.4447413494
2.700001	0.6082300232	0.6691475491	0.6691475491	0.6145055898	-0.1738553067	0.6145055898	0.4800195279
2.800001	0.5901823112	0.6690962058	0.6690962058	0.6351500560	-0.2394582310	0.6351500560	0.5136186315
2.900001	0.5700489533	0.6651480673	0.6651480673	0.6517985002	-0.3014048935	0.6517985002	0.5449283384
3.000001	0.5480217161	0.6573519544	0.6573519544	0.6641466015	-0.3588128431	0.6641466015	0.5733604081
3.100001	0.5243148787	0.6458198682	0.6458198682	0.6719739340	-0.4109099202	0.6719739340	0.5983774455
3.200001	0.4991720229	0.6307369283	0.6307369283	0.6751625918	-0.4570590446	0.6751625918	0.6195205637
3.300001	0.4728670323	0.6123644808	0.6123644808	0.6737091360	-0.4967799857	0.6737091360	0.6364328139
3.400001	0.4456997322	0.5910359959	0.5910359959	0.6677283547	-0.5297646890	0.6677283547	0.6488759172
3.500001	0.4179873263	0.5671464743	0.5671464743	0.6574485472	-0.5558837857	0.6574485472	0.6567388052
3.600001	0.3900531622	0.5411368547	0.5411368547	0.6431991226	-0.5751832446	0.6431991226	0.6600375233
3.700001	0.3622144205	0.5134753214	0.5134753214	0.6253920821	-0.5878714395	0.6253920821	0.6589070159
3.800001	0.3347701740	0.4846375042	0.4846375042	0.6044994409	-0.5942980150	0.6044994409	0.6535860904
3.900001	0.3079909908	0.4550874315	0.4550874315	0.5810288355	-0.5949267408	0.5810288355	0.6443974255
4.000001	0.2821109275	0.4252608142	0.4252608142	0.5554995422	-0.5903050374	0.5554995422	0.6317248389
4.100001	0.2573224230	0.3955518654	0.3955518654	0.5284209116	-0.5810330303	0.5284209116	0.6159901641
4.200001	0.2337742717	0.3663044183	0.3663044183	0.5002748431	-0.5677348512	0.5002748431	0.5976319837
4.300001	0.2115725402	0.3378076231	0.3378076231	0.4715033892	-0.5510344606	0.4715033892	0.5770881187
4.400001	0.1907840069	0.3102960073	0.3102960073	0.4425019254	-0.5315375382	0.4425019254	0.5547831700
4.500001	0.1714405997	0.2839517805	0.2839517805	0.4136155403	-0.5098175350	0.4136155403	0.5311189893
4.600001	0.1535428147	0.2589062190	0.2589062190	0.3851344681	-0.4864012707	0.3851344681	0.5064633036
4.700001	0.1370675843	0.2352491882	0.2352491882	0.3573019240	-0.4617707057	0.3573019240	0.4811539558
4.800001	0.1219770586	0.2130413262	0.2130413262	0.3303272117	-0.4363732655	0.3303272117	0.4555109915
4.900001	0.1082233029	0.1923202920	0.1923202920	0.3043912391	-0.4106243193	0.3043912391	0.4298398059
5.000001	0.0957512207	0.1731045595	0.1731045595	0.2796490564	-0.3849068017	0.2796490564	0.4044307442
5.100001	0.0845004229	0.1553957615	0.1553957615	0.2562306263	-0.3595690965	0.2562306263	0.3795564210
5.200001	0.0744057400	0.1391788481	0.1391788481	0.2342383721	-0.3349188127	0.2342383721	0.3554642994
5.300001	0.0653960369	0.1244192196	0.1244192196	0.2137397608	-0.3112095348	0.2137397608	0.3323613786
5.400001	0.0573940913	0.1110618135	0.1110618135	0.1947629454	-0.2886315561	0.1947629454	0.3104025247
5.500001	0.0503161620	0.0990296378	0.0990296378	0.1772913796	-0.2673008982	0.1772913796	0.2896764091
5.600001	0.0440725621	0.0882243339	0.0882243339	0.1612620215	-0.2472535543	0.1612620215	0.2701965356
5.700001	0.0385745063	0.0785394366	0.0785394366	0.1465869129	-0.2284756287	0.1465869129	0.2519310593
5.800001	0.0337398494	0.0698722968	0.0698722968	0.1331742250	-0.2109348548	0.1331742250	0.2348350152
5.900001	0.0294939229	0.0621266633	0.0621266633	0.1209334078	-0.1945890915	0.1209334078	0.2188581582
6.000001	0.0257692229	0.0552129916	0.0552129916	0.1097764164	-0.1793890397	0.1097764164	0.2039467537
6.100001	0.0225050160	0.0490485414	0.0490485414	0.0996186279	-0.1652805333	0.0996186279	0.1900450837
6.200001	0.0196468920	0.0435573107	0.0435573107	0.0903794891	-0.1522064318	0.0903794891	0.1770966839
6.300001	0.0171462883	0.0386698426	0.0386698426	0.0819829383	-0.1401081550	0.0819829383	0.1650453334
6.400001	0.0149600040	0.0343229433	0.0343229433	0.0743576434	-0.1289269006	0.0743576434	0.1538358267
6.500001	0.0130497189	0.0304593383	0.0304593383	0.0674370934	-0.1186045900	0.0674370934	0.1434145559
6.600001	0.0113815289	0.0270272910	0.0270272910	0.0611595760	-0.1090845839	0.0611595760	0.1337299347
6.700001	0.0099255032	0.0239802013	0.0239802013	0.0554680666	-0.1003122007	0.0554680666	0.1247326820
6.800001	0.0086552014	0.0212760330	0.0212760330	0.0503096652	-0.0922343656	0.0503096652	0.1163751067
6.900001	0.0075470908	0.0188764174	0.0188764174	0.0456341861	-0.0847976328	0.0456341861	0.1086083714
7.000001	0.0065803529	0.0167466348	0.0167466348	0.0413947112	-0.0779496930	0.0413947112	0.1013841226
7.100001	0.0057367657	0.0148557540	0.0148557540	0.0375485464	-0.0716416734	0.0375485464	0.0946572982
7.200001	0.0050006314	0.0131768639	0.0131768639	0.0340584538	-0.0658310219	0.0340584538	0.0883899151
7.300001	0.0043583401	0.0116863320	0.0116863320	0.0308914300	-0.0604797452	0.0308914300	0.0825488922
7.400001	0.0037980135	0.0103631983	0.0103631983	0.0280177001	-0.0555529326	0.0280177001	0.0771041663
7.500001	0.0033093099	0.0091889391	0.0091889391	0.0254105742	-0.0510188675	0.0254105742	0.0720289021
7.600001	0.0028831768	0.0081470503	0.0081470503	0.0230457587	-0.0468480108	0.0230457587	0.0672981423
7.700001	0.0025116808	0.0072227960	0.0072227960	0.0209010448	-0.0430126725	0.0209010448	0.0628883765
7.800001	0.0021878750	0.0064030334	0.0064030334	0.0189561597	-0.0394869721	0.0189561597	0.0587775143
7.900001	0.0019056811	0.0056760522	0.0056760522	0.0171926232	-0.0362467868	0.0171926232	0.0549448531
8.000001	0.0016597846	0.0050314276	0.0050314276	0.0155936095	-0.0332696846	0.0155936095	0.0513710313
8.100001	0.0014455412	0.0044598858	0.0044598858	0.0141438137	-0.0305348461	0.0141438137	0.0480379729
8.200001	0.0012588950	0.0039531820	0.0039531820	0.0128293257	-0.0280229813	0.0128293257	0.0449288249
8.300001	0.0010963049	0.0035039903	0.0035039903	0.0116375116	-0.0257162421	0.0116375116	0.0420278921
8.400001	0.0009546806	0.0031058041	0.0031058041	0.0105569033	-0.0235981342	0.0105569033	0.0393205703
8.500001	0.0008313264	0.0027528466	0.0027528466	0.0095770949	-0.0216534306	0.0095770949	0.0367932792
8.600001	0.0007238909	0.0024399907	0.0024399907	0.0086886482	-0.0198680857	0.0086886482	0.0344333972
8.700001	0.0006303240	0.0021626870	0.0021626870	0.0078830055	-0.0182291538	0.0078830055	0.0322291980
8.800001	0.0005488385	0.0019168998	0.0019168998	0.0071524083	-0.0167247101	0.0071524083	0.0301697892
8.900001	0.0004778764	0.0016990497	0.0016990497	0.0064898250	-0.0153437763	0.0064898250	0.0282450545
9.000001	0.0004160801	0.0015059626	0.0015059626	0.0058888826	-0.0140762500	0.0058888826	0.0264455989
9.100001	0.0003622666	0.0013348238	0.0013348238	0.0053438062	-0.0129128384	0.0053438062	0.0247626962
9.200001	0.0003154052	0.0011831382	0.0011831382	0.0048493629	-0.0118449960	0.0048493629	0.0231882412
9.300001	0.0002745977	0.0010486937	0.0010486937	0.0044008110	-0.0108648669	0.0044008110	0.0217147034
9.400001	0.0002390619	0.0009295294	0.0009295294	0.0039938538	-0.0099652305	0.0039938538	0.0203350851
9.500001	0.0002081163	0.0008239071	0.0008239071	0.0036245981	-0.0091394511	0.0036245981	0.0190428815
9.600001	0.0001811673	0.0007302864	0.0007302864	0.0032895157	-0.0083814319	0.0032895157	0.0178320441
9.700001	0.0001576976	0.0006473016	0.0006473016	0.0029854092	-0.0076855713	0.0029854092	0.0166969464
9.800001	0.0001372569	0.0005737425	0.0005737425	0.0027093807	-0.0070467232	0.0027093807	0.0156323522
9.900001	0.0001194527	0.0005085365	0.0005085365	0.0024588033	-0.0064601600	0.0024588033	0.0146333864
10.000001	0.0001039434	0.0004507329	0.0004507329	0.0022312957	-0.0059215387	0.0022312957	0.0136955078
