0.000001	0.0000004881	0.0000000000	0.0000000000	0.0000006895
0.100001	0.0487679456	0.0024164459	0.0001001960	0.0687587780
0.200001	0.0972517384	0.0087126353	0.0006225493	0.1363504280
0.300001	0.1451704913	0.0192579069	0.0020410835	0.2016298952
0.400001	0.1922469519	0.0338659231	0.0047776507	0.2634918010
0.500001	0.2382097783	0.0523347383	0.0092209813	0.3208900674
0.600001	0.2827953176	0.0744212123	0.0157209355	0.3728558380
0.700001	0.3257493662	0.0998383063	0.0245795995	0.4185140696
0.800001	0.3668289046	0.1282570505	0.0360437270	0.4570985033
0.900001	0.4058037982	0.1593100866	0.0502983940	0.4879647474
1.000001	0.4424584563	0.1925960553	0.0674619301	0.5106012339
1.100001	0.4765934412	0.2276845798	0.0875822192	0.5246378452
1.200001	0.5080270192	0.2641217250	0.1106344548	0.5298520420
1.300001	0.5365966440	0.3014358488	0.1365204151	0.5261723657
1.400001	0.5621603632	0.3391437725	0.1650692982	0.5136792282
1.500001	0.5845981376	0.3767572003	0.1960401293	0.4926029479
1.600001	0.6038130608	0.4137893133	0.2291257267	0.4633190337
1.700001	0.6197324667	0.4497614644	0.2639581792	0.4263407678
1.800001	0.6323089088	0.4842098908	0.3001157634	0.3823091803
1.900001	0.6415209942	0.5166923627	0.3371311940	0.3319805613
2.000001	0.6473740515	0.5467946757	0.3745010731	0.2762116962
2.100001	0.6499006112	0.5741368932	0.4116963734	0.2159430623
2.200001	0.6491606695	0.5983792387	0.4481737593	0.1521802653
2.300001	0.6452417082	0.6192275310	0.4833875224	0.0859740428
2.400001	0.6382584373	0.6364380513	0.5168018789	0.0183992037
2.500001	0.6283522244	0.6498217267	0.5479033491	-0.0494670851
2.600001	0.6156901744	0.6592475091	0.5762129183	-0.1165672146
2.700001	0.6004638226	0.6646448300	0.6012976534	-0.1818847639
2.800001	0.5828874046	0.6660050100	0.6227814412	-0.2444653289
2.900001	0.5631956734	0.6633815124	0.6403545005	-0.3034360089
3.000001	0.5416412412	0.6568889380	0.6537813291	-0.3580229990
3.100001	0.5184914368	0.6467006848	0.6629067563	-0.4075667417
3.200001	0.4940246871	0.6330452207	0.6676598108	-0.4515341111
3.300001	0.4685264556	0.6162009631	0.6680551573	-0.4895271571
3.400001	0.4422847970	0.5964898097	0.6641919353	-0.5212880098
3.500001	0.4155856216	0.5742694282	0.6562499235	-0.5466996631
3.600001	0.3887077942	0.5499244845	0.6444830740	-0.5657825009
3.700001	0.3619182262	0.5238570624	0.6292105914	-0.5786866100
3.800001	0.3354671449	0.4964766014	0.6108058769	-0.5856801339
3.900001	0.3095837416	0.4681897357	0.5896837946	-0.5871341329
4.000001	0.2844724003	0.4393904596	0.5662868408	-0.5835046331
4.100001	0.2603096949	0.4104510516	0.5410708851	-0.5753127244
4.200001	0.2372423073	0.3817141628	0.5144911917	-0.5631236945
4.300001	0.2153859648	0.3534864138	0.4869894107	-0.5475262436
4.400001	0.1948254337	0.3260337452	0.4589821556	-0.5291127897
4.500001	0.1756155308	0.2995786449	0.4308516424	-0.5084617586
4.600001	0.1577830487	0.2742992468	0.4029387018	-0.4861225594
4.700001	0.1413294331	0.2503301662	0.3755382785	-0.4626037041
4.800001	0.1262340113	0.2277648323	0.3488973483	-0.4383642657
4.900001	0.1124575522	0.2066590055	0.3232150227	-0.4138086170
5.000001	0.0999459443	0.1870351275	0.2986444933	-0.3892841806
5.100001	0.0886337991	0.1688871527	0.2752963984	-0.3650817627
5.200001	0.0784478240	0.1521855392	0.2532431757	-0.3414379545
5.300001	0.0693098518	0.1368821287	0.2325239873	-0.3185390561
5.400001	0.0611394559	0.1229147079	0.2131498549	-0.2965259998
5.500001	0.0538561219	0.1102111110	0.1951087117	-0.2754998117
5.600001	0.0473809783	0.0986927809	0.1783701569	-0.2555272286
5.700001	0.0416381128	0.0882777626	0.1628897676	-0.2366461808
5.800001	0.0365555180	0.0788831358	0.1486128884	-0.2188709326
5.900001	0.0320657173	0.0704269284	0.1354778689	-0.2021967501
6.000001	0.0281061265	0.0628295632	0.1234187592	-0.1866040297
6.100001	0.0246192030	0.0560149038	0.1123674966	-0.1720618655
6.200001	0.0215524318	0.0499109637	0.1022556349	-0.1585310702
6.300001	0.0188581898	0.0444503417	0.0930156746	-0.1459666855
6.400001	0.0164935246	0.0395704406	0.0845820527	-0.1343200323
6.500001	0.0144198775	0.0352135200	0.0768918503	-0.1235403552
6.600001	0.0126027725	0.0313266231	0.0698852703	-0.1135761184
6.700001	0.0110114904	0.0278614159	0.0635059315	-0.1043760063
6.800001	0.0096187409	0.0247739642	0.0577010200	-0.0958896797
6.900001	0.0084003415	0.0220244724	0.0524213300	-0.0880683299
7.000001	0.0073349111	0.0195770007	0.0476212242	-0.0808650714
7.100001	0.0064035809	0.0173991733	0.0432585337	-0.0742352037
7.200001	0.0055897267	0.0154618879	0.0392944171	-0.0681363717
7.300001	0.0048787224	0.0137390331	0.0356931928	-0.0625286464
7.400001	0.0042577155	0.0122072175	0.0324221543	-0.0573745446
7.500001	0.0037154236	0.0108455146	0.0294513782	-0.0526390039
7.600001	0.0032419517	0.0096352245	0.0267535298	-0.0482893235
7.700001	0.0028286283	0.0085596532	0.0243036721	-0.0442950815
7.800001	0.0024678591	0.0076039096	0.0220790800	-0.0406280361
7.900001	0.0021529972	0.0067547208	0.0200590630	-0.0372620169
8.000001	0.0018782275	0.0060002627	0.0182247973	-0.0341728097
8.100001	0.0016384650	0.0053300077	0.0165591679	-0.0313380393
8.200001	0.0014292647	0.0047345863	0.0150466212	-0.0287370532
8.300001	0.0012467423	0.0042056630	0.0136730286	-0.0263508071
8.400001	0.0010875045	0.0037358243	0.0124255599	-0.0241617532
8.500001	0.0009485874	0.0033184787	0.0112925673	-0.0221537345
8.600001	0.0008274028	0.0029477664	0.0102634781	-0.0203118830
8.700001	0.0007216912	0.0026184795	0.0093286972	-0.0186225237
8.800001	0.0006294798	0.0023259898	0.0084795176	-0.0170730844
8.900001	0.0005490471	0.0020661849	0.0077080386	-0.0156520109
9.000001	0.0004788904	0.0018354114	0.0070070912	-0.0143486878
9.100001	0.0004176985	0.0016304234	0.0063701709	-0.0131533648
9.200001	0.0003643273	0.0014483377	0.0057913754	-0.0120570879
9.300001	0.0003177784	0.0012865929	0.0052653492	-0.0110516362
9.400001	0.0002771811	0.0011429141	0.0047872320	-0.0101294626
9.500001	0.0002417755	0.0010152807	0.0043526133	-0.0092836393
9.600001	0.0002108990	0.0009018978	0.0039574899	-0.0085078077
9.700001	0.0001839734	0.0008011712	0.0035982280	-0.0077961320
9.800001	0.0001604946	0.0007116849	0.0032715289	-0.0071432559
9.900001	0.0001400229	0.0006321811	0.0029743974	-0.0065442636
10.000001	0.0001221749	0.0005615428	0.0027041137	-0.0059946432
10.100001	0.0001066162	0.0004987774	0.0024582075	-0.0054902534
10.200001	0.0000930555	0.0004430035	0.0022344347	-0.0050272924
10.300001	0.0000812385	0.0003934377	0.0020307561	-0.0046022701
10.400001	0.0000709440	0.0003493843	0.0018453187	-0.0042119814
10.500001	0.0000619790	0.0003102249	0.0016764376	-0.0038534830
10.600001	0.0000541756	0.0002754101	0.0015225805	-0.0035240704
10.700001	0.0000473875	0.0002444514	0.0013823538	-0.0032212586
10.800001	0.0000414875	0.0002169146	0.0012544886	-0.0029427629
10.900001	0.0000363651	0.0001924136	0.0011378298	-0.0026864817
11.000001	0.0000319242	0.0001706049	0.0010313248	-0.0024504809
11.100001	0.0000280817	0.0001511830	0.0009340140	-0.0022329796
11.200001	0.0000247655	0.0001338756	0.0008450216	-0.0020323360
11.300001	0.0000219135	0.0001184404	0.0007635480	-0.0018470358
11.400001	0.0000194722	0.0001046611	0.0006888617	-0.0016756801
11.500001	0.0000173959	0.0000923449	0.0006202934	-0.0015169755
11.600001	0.0000156456	0.0000813193	0.0005572292	-0.0013697240
11.700001	0.0000141886	0.0000714300	0.0004991051	-0.0012328139
11.800001	0.0000129975	0.0000625387	0.0004454022	-0.0011052116
11.900001	0.0000120501	0.0000545210	0.0003956414	-0.0009859537
12.000001	0.0000113285	0.0000472647	0.0003493795	-0.0008741400
12.100001	0.0000108192	0.0000406685	0.0003062049	-0.0007689263
12.200001	0.0000105127	0.0000346400	0.0002657340	-0.0006695181
12.300001	0.0000104033	0.0000290952	0.0002276078	-0.0005751649
12.400001	0.0000104888	0.0000239564	0.0001914883	-0.0004851545
12.500001	0.0000107710	0.0000191520	0.0001570558	-0.0003988071
12.600001	0.0000112550	0.0000146147	0.0001240061	-0.0003154709
12.700001	0.0000119500	0.0000102814	0.0000920474	-0.0002345165
12.800001	0.0000128690	0.0000060915	0.0000608981	-0.0001553329
12.900001	0.0000140292	0.0000019866	0.0000302838	-0.0000773221
13.000001	0.0000154523	-0.0000020906	-0.0000000646	0.0000001049
