1e-06	-48.376
0.100001	-48.3641
0.200001	-48.3503
0.300001	-48.3343
0.400001	-48.3157
0.500001	-48.2942
0.600001	-48.2692
0.700001	-48.2402
0.800001	-48.2066
0.900001	-48.1677
1	-48.1225
1.1	-48.0702
1.2	-48.9367
1.3	-49.8127
1.4	-50.5032
1.5	-50.9765
1.6	-51.2181
1.7	-51.2319
1.8	-51.0385
1.9	-50.6724
2	-50.1772
2.1	-49.5999
2.2	-48.9853
2.3	-48.3698
2.4	-47.7779
2.5	-47.2198
2.6	-46.692
2.7	-46.1793
2.8	-45.659
2.9	-45.104
3	-44.4871
3.1	-43.7837
3.2	-42.9734
3.3	-42.0416
3.4	-40.9797
3.5	-39.7849
3.6	-38.4602
3.7	-37.0134
3.8	-35.4569
3.9	-33.8062
4	-32.0795
4.1	-30.296
4.2	-28.475
4.3	-26.635
4.4	-24.7925
4.5	-22.9618
4.6	-21.1552
4.7	-19.3831
4.8	-17.6546
4.9	-15.9788
5	-14.3647
5.1	-12.8215
5.2	-11.3591
5.3	-9.98709
5.4	-8.71499
5.5	-7.5515
5.6	-6.50419
5.7	-5.65007
5.8	-4.94667
5.9	-4.322
6	-3.76938
6.1	-3.28216
6.2	-2.8539
6.3	-2.47845
6.4	-2.2187
6.5	-2.01509
6.6	-1.78352
6.7	-1.54337
6.8	-1.33471
6.9	-1.15364
7	-0.996667
7.1	-0.860701
7.2	-0.743021
7.3	-0.641235
7.4	-0.553247
7.5	-0.477223
7.6	-0.411565
7.7	-0.35488
7.8	-0.305957
7.9	-0.263745
8	-0.227332
8.1	-0.195928
8.2	-0.168848
8.3	-0.145501
8.4	-0.125375
8.5	-0.108027
8.6	-0.0930749
8.7	-0.0801894
8.8	-0.0690856
8.9	-0.0595175
9	-0.0512734
9.1	-0.0441702
9.2	-0.0380504
9.3	-0.0327779
9.4	-0.0282357
9.5	-0.0243226
9.6	-0.0209516
9.7	-0.0180477
9.8	-0.0155461
9.9	-0.0133912
10	-0.0115349
10.1	-0.00993588
10.2	-0.0085585
10.3	-0.00737203
10.4	-0.00635002
10.5	-0.00546968
10.6	-0.00426268
10.7	-0.00367171
10.8	-0.00316266
10.9	-0.00272418
11	-0.00234649
11.1	-0.00202117
11.2	-0.00174094
11.3	-0.00149957
11.4	-0.00129166
11.5	-0.00111258
11.6	-0.000958322
11.7	-0.000825454
11.8	-0.000711007
11.9	-0.000612427
12	-0.000527515
12.1	-0.000454376
12.2	-0.000391378
12.3	-0.000337114
12.4	-0.000290374
12.5	-0.000250114
12.6	-0.000215436
12.7	-0.000185566
12.8	-0.000159837
12.9	-0.000137676
13	-0.000118587
